national_risk_index_id,state,county_name,population_(2020),building_value_($),agriculture_value_($),area_(sq_mi),national_risk_index_-_value_-_composite,national_risk_index_-_score_-_composite,national_risk_index_-_rating_-_composite,national_risk_index_-_state_percentile_-_composite,expected_annual_loss_-_score_-_composite,expected_annual_loss_-_rating_-_composite,expected_annual_loss_-_state_percentile_-_composite,expected_annual_loss_-_total_-_composite,expected_annual_loss_-_building_value_-_composite,wildfire_-_number_of_events,wildfire_-_annualized_frequency,wildfire_-_exposure_-_impacted_area_(sq_mi),wildfire_-_exposure_-_building_value,wildfire_-_exposure_-_population,wildfire_-_exposure_-_population_equivalence,wildfire_-_exposure_-_agriculture_value,wildfire_-_exposure_-_total,wildfire_-_historic_loss_ratio_-_buildings,wildfire_-_historic_loss_ratio_-_population,wildfire_-_historic_loss_ratio_-_agriculture,wildfire_-_historic_loss_ratio_-_total_rating,wildfire_-_expected_annual_loss_-_building_value,wildfire_-_expected_annual_loss_-_population,wildfire_-_expected_annual_loss_-_population_equivalence,wildfire_-_expected_annual_loss_-_agriculture_value,wildfire_-_expected_annual_loss_-_total,wildfire_-_expected_annual_loss_score,wildfire_-_expected_annual_loss_rating,wildfire_-_expected_annual_loss_rate_-_building,wildfire_-_expected_annual_loss_rate_-_population,wildfire_-_expected_annual_loss_rate_-_agriculture,wildfire_-_expected_annual_loss_rate_-_national_percentile,wildfire_-_hazard_type_risk_index_value,wildfire_-_hazard_type_risk_index_score,wildfire_-_hazard_type_risk_index_rating,total_workers
C08107,Colorado,Routt,24767,6288873377,36300670,2392.039473,1432899.034,8.17690105,Very Low,25,12.41101826,Very Low,29.6875,1593238.16,593498.7753,NA,0.001011382,22.17589832,1358085586,5355.21445,62120487621,6864611.513,63485437819,0.4,1.29e-5,3.16e-5,Relatively Low,425678.9128,5.34e-5,619.7721375,0.222929867,426298.9079,80.08272351,Relatively Low,6.77e-5,2.16e-9,6.14e-9,77.34648425,369975.1038,76.55106586,Relatively Low,97
C08109,Colorado,Saguache,6323,1841417769,120889553,3202.290862,1400357.228,7.858733694,Very Low,23.4375,6.128133705,Very Low,18.75,954869.0707,254092.7369,NA,1.69022e-4,33.63096152,614853977.2,1848.669665,21444568116,23675101.28,22083097195,0.4,5.18e-6,1.61433e-4,Relatively High,67180.77092,1.52e-6,17.63070063,0.525965678,67198.92758,59.14731149,Very Low,3.65e-5,2.4e-10,4.35e-9,70.76041998,89741.0206,61.59720013,Very Low,33
C08113,Colorado,San Miguel,8002,2902061320,7310953,1301.745969,3153712.743,25.32612154,Very Low,51.5625,35.9640978,Very Low,59.375,3736264.113,921022.8143,NA,0.001549937,6.846948764,810248576.7,2067.228047,23979845345,1674828.537,24791768750,0.4,5.18e-6,1.39049e-4,Relatively High,564544.737,1.6e-5,185.6392583,0.380632507,564730.7569,82.7553293,Relatively Low,1.94532e-4,2e-9,5.2100000000000003e-08,87.90964047,505028.5202,80.01909004,Relatively Low,3
C08115,Colorado,Sedgwick,2395,995219326,107613175,554.9504068,3243055.707,26.34425708,Very Low,54.6875,18.75580316,Very Low,45.3125,2163022.478,996879.4161,NA,5.03e-5,20.59733031,58739677.93,90.3793169,1048400076,6433752.929,1113573507,0.4,9.22354e-4,0.036468584,Very High,2358.722199,6.69e-6,77.64721837,22.19451882,2458.563937,7.763283487,Very Low,2.37e-6,2.79e-9,2.06e-7,43.58892778,3686.165949,10.40407254,Very Low,6
C08117,Colorado,Summit,31040,10888428043,1711765,625.5109236,3600114.552,29.78046452,Very Low,57.8125,36.7997524,Very Low,62.5,3818339.576,2276436.334,NA,1.01549e-4,2.308195974,1604387294,4747.819748,55074709080,158763.9226,56679255138,0.4,1.29e-5,3.16e-5,Relatively Low,41675.54718,3.66e-6,42.45622843,5.51099e-4,41718.00396,51.54311168,Very Low,3.83e-6,1.18e-10,3.22e-10,48.80687241,31151.12443,45.43429844,Very Low,20
C08121,Colorado,Washington,4806,1525217888,211535335,2549.435535,1497184.226,8.876869233,Very Low,28.125,10.3992572,Very Low,25,1387248.506,776933.3232,NA,4.09e-5,95.24123066,78930446.52,303.7798441,3523846191,15926436,3618703074,0.4,6.77e-5,0.036468584,Relatively Moderate,1467.216749,9.03e-7,10.47242685,35.9015752,1513.590751,3.849825008,Very Low,9.62e-7,1.88e-10,1.7e-7,20.01272669,1633.428226,3.658924594,Very Low,6
C08123,Colorado,Weld,328800,51427069727,2348161431,4057.295825,40804560.03,89.24594337,Relatively Moderate,89.0625,89.35314144,Relatively Moderate,89.0625,36134076.59,21356799.92,NA,5.76791e-4,71.88704122,2226536415,11884.1463,138000000000,240707441.3,140000000000,0.4,6.77e-5,0.036468584,Very Low,272078.81,2.09015e-4,2424.574289,6978.285306,281481.6696,75.94654788,Relatively Low,5.29e-6,6.36e-10,2.97e-6,51.9249125,300290.8077,74.86477887,Relatively Low,288
C08125,Colorado,Yuma,9960,2898753789,1053784667,2392.610307,9549595.033,63.28348711,Relatively Low,78.125,55.83410709,Relatively Low,76.5625,6588722.304,1627225.444,NA,6.94e-5,61.81761443,251326622.7,779.730906,9044878510,89153174.03,9385358307,0.4,9.22354e-4,0.036468584,Relatively High,9296.777888,7.01e-5,813.3283943,560.271148,10670.37743,29.01686287,Very Low,3.21e-6,7.04e-9,5.32e-7,49.5068406,15319.44804,33.85300668,Very Low,68
C30001,Montana,Beaverhead,9351,3037193689,135576843,5629.196589,2449272.588,17.88100541,Very Low,69.64285714,19.87000929,Very Low,67.85714286,2251770.304,1565550.557,NA,7.88509e-4,35.11575671,727603316,1690.124894,19605448774,24828416.67,20357880507,0.4,6.85826e-4,2.21657e-4,Very High,451908.9391,8.42668e-4,9774.947018,4.004778323,461687.8909,80.94177537,Relatively Low,1.48792e-4,9.01e-8,2.95e-8,85.55520204,450552.8086,78.81005409,Relatively Low,185
C30003,Montana,Big Horn,13034,3082749179,95918614,5066.753529,3653353.212,30.35316577,Very Low,76.78571429,22.8721758,Very Low,69.64285714,2486854.225,1693708.108,NA,0.003932699,66.7208363,346481164.8,1047.029358,12145540552,17342215.59,12509363932,0.4,4.66289e-4,0.022540824,Relatively Moderate,493057.7637,0.001633076,18943.677,1707.218166,513708.6589,81.99172765,Relatively Low,1.59941e-4,1.25e-7,1.78e-5,86.31880369,717989.3575,83.67801464,Relatively Low,56
C30005,Montana,Blaine,7013,2004093673,103171626,4281.536073,2190087.641,15.81291759,Very Low,62.5,12.31816775,Very Low,53.57142857,1587883.391,223374.4331,NA,4.58246e-4,28.22412244,111012394.4,358.6683924,4160553351,3031398.23,4274597144,0.4,6.0433e-4,0.023987819,Very High,50562.48064,3.89647e-4,4519.908845,50.5815617,55132.97104,55.99745466,Very Low,2.52e-5,5.56e-8,4.9e-7,67.76964683,76986.04026,59.7836462,Very Low,61
C30007,Montana,Broadwater,6753,1676851012,45518956,1250.606437,1026436.159,5.472478524,Very Low,30.35714286,6.747137109,Very Low,32.14285714,1023320.683,702543.7193,NA,8.86386e-4,26.35913749,379860987.5,1566.406489,18170315276,7271808.179,18557448072,0.4,1.74787e-4,0.013579329,Relatively Low,136189.205,2.53712e-4,2943.053597,85.54524769,139217.8038,68.66051543,Relatively Low,8.12e-5,3.76e-8,1.88e-6,79.06458797,127871.6876,65.79700923,Relatively Low,27
C30009,Montana,Carbon,10455,3365746144,113576659,2082.187178,3144128.424,25.10340439,Very Low,75,31.07397091,Very Low,76.78571429,3227806.763,1475044.376,NA,0.002080174,66.57183207,1109646352,3195.302157,37065505016,46688618.51,38221839986,0.4,4.66289e-4,0.013579329,Relatively Moderate,987464.155,0.003217403,37321.88001,1373.620376,1026159.655,87.01877187,Relatively Moderate,2.93386e-4,3.08e-7,1.21e-5,91.63219854,987391.8788,85.90518613,Relatively Low,109
C30011,Montana,Carter,1400,842698370,81023287,3381.806832,584163.1264,2.322621699,Very Low,17.85714286,2.290312597,Very Low,14.28571429,502373.8172,280925.5198,NA,0.002845112,24.73928496,92513568.1,134.2079506,1556812227,6887515.33,1656213310,0.4,0.002375586,0.012488537,Relatively High,114079.8632,0.001032245,11974.04701,235.8762524,126289.7865,67.32421254,Relatively Low,1.35374e-4,7.37e-7,2.91e-6,85.45975183,146850.4806,67.26057906,Relatively Low,29
C30013,Montana,Cascade,84327,18475746848,123018739,2738.827542,7340254.994,55.77473751,Relatively Low,89.28571429,56.17455896,Relatively Low,87.5,6634694.198,1192617.787,NA,6.6595e-4,133.9313154,2100107271,6564.461301,76147751095,32834182.31,78280692548,0.4,1.74787e-4,0.013579329,Relatively Moderate,573595.7938,7.45962e-4,8653.158691,304.0823237,582553.0348,83.041679920000007,Relatively Low,3.1e-5,8.85e-9,2.47e-6,68.78778237,600551.0294,81.86446071,Relatively Low,4
C30015,Montana,Chouteau,5879,3878871813,195745884,4037.042222,1109367.549,6.045179765,Very Low,32.14285714,5.54008047,Very Low,30.35714286,901480.7473,241178.2556,NA,4.3165e-4,187.9109485,564959807.4,760.8560071,8825929682,18862103.66,9409751593,0.4,6.0433e-4,0.023987819,Very High,111611.3784,2.16304e-4,2509.120947,194.4540739,114314.9534,66.01972638,Relatively Low,2.88e-5,3.68e-8,9.93e-7,68.02418072,147511.9382,67.2923958,Relatively Low,15
C30017,Montana,Custer,11841,3118157668,87861365,3831.491113,4222535.159,35.88927776,Very Low,80.35714286,38.00680904,Very Low,82.14285714,3950640.744,676252.42,NA,0.003733477,16.91457373,139509366.7,358.4934446,4158523958,8943359.301,4306976684,0.4,9.7299e-4,0.023241822,Relatively Moderate,195919.0365,0.001065358,12358.15008,828.1902045,209105.3768,72.79669106,Relatively Low,6.28e-5,9e-8,9.43e-6,77.18740057,158591.81,68.2787146,Relatively Low,54
C30019,Montana,Daniels,1661,1764898474,48356737,1441.067027,683931.4992,2.799872733,Very Low,19.64285714,3.806870938,Very Low,19.64285714,693078.9746,226686.7746,NA,4.22454e-4,32.72672998,157186583.3,51.23021857,594270535.4,2067213.327,753524332,0.4,9.69362e-4,0.022769745,Very High,11112.42095,1.3e-5,150.6169537,21.39051383,11284.42842,30.13044862,Very Low,6.3e-6,7.82e-9,4.42e-7,53.45211581,11135.49296,27.96691059,Very Low,55
C30021,Montana,Dawson,8924,3032846399,66748226,2407.526288,2053990.785,14.50843143,Very Low,55.35714286,18.38440111,Very Low,64.28571429,2144356.927,680449.3862,NA,1.97464e-4,26.85690881,161609405.2,292.4314143,3392204406,2883997.08,3556697809,0.4,0.002375586,0.012488537,Relatively High,13668.4789,1.7931e-4,2079.999705,9.980254094,15758.45886,35.5711104,Very Low,4.51e-6,2.01e-8,1.5e-7,53.32484887,13644.25207,31.59401845,Very Low,22
C30023,Montana,Deer Lodge,9414,2098175922,7438991,748.8775125,1472448.997,8.654152084,Very Low,41.07142857,8.944599195,Very Low,42.85714286,1252678.026,338441.5121,NA,0.001869814,4.097828841,187644237.7,629.5965498,7303319977,1574913.511,7492539129,0.4,1.74787e-4,0.013579329,Relatively Moderate,151142.5746,2.08579e-4,2419.51505,39.09374862,153601.1834,69.48775056,Relatively Low,7.2e-5,2.22e-8,5.26e-6,78.0146357,163277.0723,68.56506522,Relatively Low,4
C30025,Montana,Fallon,3048,1341816580,51969270,1639.261934,750022.1433,3.436207445,Very Low,21.42857143,3.961621789,Very Low,21.42857143,704212.2114,279710.1639,NA,0.00184112,15.3881447,83714902.49,172.3540543,1999307030,3146790.684,2086168723,0.4,0.002375586,0.012488537,Relatively High,51046.25612,5.56986e-4,6461.034725,75.63663372,57582.92748,56.60197264,Very Low,3.8e-5,1.83e-7,1.46e-6,73.8148266,61328.77276,56.31562202,Very Low,8
C30027,Montana,Fergus,11438,5109286165,153288414,4393.939427,1553372.551,9.76773783,Very Low,44.64285714,11.26586196,Very Low,46.42857143,1479879.401,515714.1539,NA,8.69825e-4,95.59628437,1064470421,1803.091792,20915864782,23911079.99,22004246282,0.4,6.0433e-4,0.022540824,Relatively High,298350.8656,6.03481e-4,7000.37568,559.2170431,305910.4583,76.90104995,Relatively Low,5.84e-5,5.28e-8,3.65e-6,76.01018136,301428.9385,74.92841234,Relatively Low,10
C30029,Montana,Flathead,104238,21135609776,41121223,5309.072726,25572758.08,83.90073178,Relatively Moderate,98.21428571,84.6177654,Relatively Moderate,98.21428571,24238257.47,13606642.2,NA,0.002660097,38.25526735,3185328891,16846.14801,195000000000,5230991.284,199000000000,0.4,2.16e-5,0.013579329,Relatively Low,3482562.592,9.35268e-4,10849.11221,166.9609696,3493578.665,94.97295577,Relatively Moderate,1.64772e-4,8.97e-9,4.06e-6,86.35062043,3342027.031,94.14572065,Relatively Moderate,73
C30031,Montana,Gallatin,118825,25191534591,128598764,2660.364325,11864144.52,69.77410118,Relatively Low,94.64285714,73.50665429,Relatively Low,94.64285714,13028728.72,9181481.943,NA,0.001277868,75.06857251,3554380012,15483.88573,180000000000,25023609.34,183000000000,0.4,1.74787e-4,0.013579329,Relatively Low,1939956.359,0.00292274,33903.78105,405.8056817,1974265.946,91.91854916,Relatively Moderate,7.7e-5,2.46e-8,3.16e-6,78.65097041,1626347.646,89.62774419,Relatively Moderate,72
C30033,Montana,Garfield,1171,895016161,62511583,4898.048066,557289.0455,2.195354757,Very Low,16.07142857,3.559269576,Very Low,17.85714286,660178.115,384613.8923,NA,0.002660034,36.07962271,170518925,175.9038226,2040484343,6243608.024,2217246875,0.4,9.69362e-4,0.031952027,Very High,249765.2627,6.07078e-4,7042.103656,672.7944873,257480.1609,74.89659561,Relatively Low,2.79062e-4,5.18e-7,1.08e-5,91.40948139,217351.7568,71.65128858,Relatively Low,8
C30035,Montana,Glacier,13712,3019229099,122158004,3066.60514,2367061.326,17.08558702,Very Low,64.28571429,12.22531724,Very Low,51.78571429,1586566.352,455183.2812,NA,8.96167e-4,108.1054899,462989440.8,2255.222518,26160581213,26742947.78,26650313602,0.4,2.16e-5,0.013579329,Relatively Moderate,253745.5019,8e-5,928.2904569,401.8648498,255075.6572,74.83296214,Relatively Low,8.4e-5,5.84e-9,3.29e-6,79.41457206,363951.3725,76.45561565,Relatively Low,16
C30037,Montana,Golden Valley,813,529124103,21320386,1187.301324,228142.8078,0.540884505,Very Low,3.571428571,0.526152894,Very Low,3.571428571,234491.0646,145457.2078,NA,6.85547e-4,44.15698224,187235428.2,246.9586112,2864719889,6077366.175,3058032684,0.4,6.0433e-4,0.022540824,Very High,57121.21904,1.38174e-4,1602.821242,92.17004328,58816.21032,56.82468979,Very Low,1.07954e-4,1.7e-7,4.32e-6,82.24626153,57223.9091,55.29748648,Very Low,17
C30039,Montana,Granite,3291,1314077808,20522862,1750.271382,1610528.402,10.14953866,Very Low,48.21428571,12.00866605,Very Low,48.21428571,1557808.105,850782.855,NA,0.005433121,25.70452233,364313120.7,777.457739,9018509773,7843427.253,9390666321,0.4,0.002610528,0.013579329,Relatively High,737570.8459,0.010265825,119083.5669,581.028014,857235.4408,85.65065224,Relatively Moderate,5.61284e-4,3.12e-6,2.83e-5,96.6910595,898488.5284,85.17340121,Relatively Low,3
C30041,Montana,Hill,16298,4698338873,149843879,2945.90445,2081121.796,14.76296532,Very Low,57.14285714,16.09408852,Very Low,60.71428571,1930430.582,217947.2289,NA,9.68e-5,94.32533016,273779850.3,678.4395709,7869899022,7890855.881,8151569729,0.4,6.0433e-4,0.023987819,Very High,34619.43121,2.23623e-4,2594.022312,17.12165105,37230.57517,49.88864143,Very Low,7.37e-6,1.37e-8,1.14e-7,55.48838689,35254.51838,47.7251034,Very Low,65
C30043,Montana,Jefferson,12032,2953620197,23122512,1676.165134,1839814.93,12.153993,Very Low,53.57142857,14.4537295,Very Low,57.14285714,1799272.283,1381688.702,NA,0.001242499,23.5036104,1196124210,5084.705388,58982582502,6695934.653,60185402646,0.4,1.74787e-4,0.013579329,Relatively Moderate,943075.8759,0.001770383,20536.44168,91.51459976,963703.8322,86.60515431,Relatively Moderate,3.19295e-4,1.47e-7,3.96e-6,92.45943366,953258.1587,85.58701877,Relatively Low,15
C30045,Montana,Judith Basin,2023,1605513248,101980906,1889.367986,358567.3796,0.954502068,Very Low,7.142857143,1.547508511,Very Low,7.142857143,413006.4817,153690.1154,NA,3.41223e-4,84.26982572,511513466.9,568.5248648,6594888432,28808139.74,7135210039,0.4,1.74787e-4,0.022540824,Very High,89377.69373,4.55e-5,527.9113799,229.5854803,90135.19059,62.93350302,Relatively Low,5.57e-5,2.25e-8,2.25e-6,75.40566338,78254.31447,59.8790964,Very Low,6
C30047,Montana,Lake,31051,7096610805,74327541,1670.696999,11342863.88,68.21508113,Relatively Low,92.85714286,63.94305169,Relatively Low,92.85714286,8582912.311,4949250.735,NA,0.001903956,44.9617411,973397979.5,4663.743126,54099420262,13031675.15,55085849917,0.4,2.16e-5,0.013579329,Relatively Moderate,1158757.717,3.02024e-4,3503.475168,309.6820261,1162570.874,88.06872415,Relatively Moderate,1.63283e-4,9.73e-9,4.17e-6,86.28698696,1451324.007,88.48234171,Relatively Moderate,24
C30049,Montana,Lewis and Clark,70922,13843613255,49533152,3532.877721,6490168.064,51.16131085,Relatively Low,85.71428571,56.36025998,Relatively Low,89.28571429,6685025.29,3414949.29,NA,0.002205161,26.53966651,2015019011,9644.363376,112000000000,12041947.62,114000000000,0.4,2.16e-5,0.013579329,Relatively Low,1726518.401,3.83243e-4,4445.621431,413.2409369,1731377.263,91.09131403,Relatively Moderate,1.24716e-4,5.4e-9,8.34e-6,83.2007636,1528846.853,88.95959275,Relatively Moderate,21
C30051,Montana,Liberty,1955,1090811660,101382941,1461.744509,552552.7757,2.131721285,Very Low,14.28571429,1.764159703,Very Low,8.928571429,438140.069,43073.15243,NA,7.53e-5,108.0296957,179309110.5,208.8004246,2422084926,12424694.84,2613818731,0.4,6.0433e-4,0.013579329,Relatively High,2889.118714,3.91e-6,45.31659366,14.79788748,2949.233195,9.704104359,Very Low,2.65e-6,2e-9,1.46e-7,45.21158129,3719.374473,10.49952275,Very Low,35
C30053,Montana,Lincoln,19614,4970816982,3568505,3712.035606,4307467.888,36.49379574,Very Low,82.14285714,34.38563912,Very Low,78.57142857,3567966.386,2425815.517,NA,0.003735164,7.078349154,1394988816,5506.527543,63875719498,1242685.151,65271950999,0.4,2.16e-5,0.013579329,Relatively Low,1999633.27,4.32079e-4,5012.119604,71.62725311,2004717.016,92.0458161,Relatively Moderate,4.02275e-4,2.2e-8,2.01e-5,93.98663697,2393076.992,92.20489978,Relatively Moderate,56
C30055,Montana,McCone,1721,1501691976,70253525,2709.079121,816928.7634,3.69074133,Very Low,23.21428571,5.230578768,Very Low,26.78571429,858275.5011,434485.15870000003,NA,6.25012e-4,23.31150853,75951645.26,87.57005855,1015812679,2326347.224,1094090672,0.4,9.69362e-4,0.022769745,Very High,18412.2826,5.2e-5,602.9476418,36.78380313,19052.01404,38.56188355,Very Low,1.23e-5,3.02e-8,5.24e-7,59.81546293,18134.19846,36.62106268,Very Low,25
C30057,Montana,Madison,8605,3816112565,95942128,3639.921042,2426532.326,17.72192173,Very Low,67.85714286,23.05787682,Very Low,71.42857143,2498556.566,2037922.305,NA,8.97208e-4,52.55229053,1170315628,2170.79813,25181258302,23269716.03,26374843647,0.4,1.74787e-4,2.21657e-4,Very High,941964.5877,4.36039e-4,5058.053111,3.964830708,947026.6056,86.44607063,Relatively Moderate,2.46839e-4,5.07e-8,4.13e-8,90.13681196,948598.2694,85.5233853,Relatively Low,53
C30059,Montana,Meagher,1926,868394717,42180705,2418.930503,336814.3628,0.859051861,Very Low,5.357142857,1.36180749,Very Low,5.357142857,368718.1968,235473.5217,NA,5.96039e-4,55.83400655,399073965.8,583.6588126,6770442226,21860990.47,7191377182,0.4,1.74787e-4,0.013579329,Very High,128091.2558,7.39e-5,856.829183,178.2422421,129126.3273,67.51511295,Relatively Low,1.47503e-4,3.84e-8,4.23e-6,85.14158447,117953.4995,65.22430799,Relatively Low,6
C30063,Montana,Missoula,117719,22171310876,11297137,2644.374434,18188737.72,78.0146357,Relatively Low,96.42857143,79.82048901,Relatively Low,96.42857143,17932114.34,9972592.809,NA,0.005246291,23.17318077,2162047905,12250.80009,142000000000,3011695.521,144000000000,0.4,2.16e-5,0.013579329,Relatively Low,4790260.614,0.001423469,16512.24274,190.6378122,4806963.494,96.11835826,Relatively Moderate,2.16057e-4,1.21e-8,1.69e-5,89.11867642,4379591.379,95.54565702,Relatively Moderate,17
C30067,Montana,Park,17153,5181397410,38437995,2841.637528,3004325.961,23.73528476,Very Low,73.21428571,29.86691427,Very Low,75,3106023.056,2077913.825,NA,0.001292911,50.43742656,1779385617,4452.176101,51645242767,16632229.75,53441260614,0.4,1.74787e-4,0.013579329,Relatively High,1453328.235,0.00127489,14788.72441,258.154111,1468375.113,90.00954502,Relatively Moderate,2.8049e-4,7.43e-8,6.72e-6,91.28221444,1342729.67,87.71874006,Relatively Moderate,9
C30071,Montana,Phillips,4210,2277106153,85671095,5264.658086,1561691.797,9.863188037,Very Low,46.42857143,8.727948004,Very Low,41.07142857,1228368.082,235444.265,NA,7.94831e-4,17.11372052,118350577.5,247.1739584,2867217917,3323527.074,2988892022,0.4,9.69362e-4,0.022769745,Very High,65764.91597,2.9051e-4,3369.917539,86.27702676,69221.11054,59.59274578,Very Low,2.89e-5,6.9e-8,1.01e-6,68.85141584,88004.59901,61.37448298,Very Low,20
C30073,Montana,Pondera,5844,2580138310,127969067,1658.119725,1178147.877,6.490614063,Very Low,33.92857143,5.292479109,Very Low,28.57142857,871732.9372,257800.7635,NA,4.55612e-4,119.3595654,384453941.3,733.216482,8505311191,20305307.51,8910070440,0.4,2.16e-5,0.013579329,Very High,118294.6565,1.97e-5,228.2794036,164.6115882,118687.5475,66.56061088,Relatively Low,4.58e-5,3.37e-9,1.29e-6,73.56029271,178250.4772,69.45593382,Relatively Low,17
C30075,Montana,Powder River,1687,1086027708,71230099,3332.103364,1015464.847,5.313394846,Very Low,28.57142857,7.211389663,Very Low,35.71428571,1071886.28,796353.2663,NA,0.006953057,25.84482664,193280687.6,272.1827254,3157319615,12602375.22,3363202678,0.4,6.0433e-4,0.013579329,Relatively High,567360.913,0.001255689,14565.99295,1216.521157,583143.4271,83.07349666,Relatively Low,5.22418e-4,7.44e-7,1.71e-5,96.02290805,552448.2048,81.16449252,Relatively Low,3
C30077,Montana,Powell,6924,1977039210,36524383,2355.860912,1835870.822,12.12217626,Very Low,51.78571429,12.19436707,Very Low,50,1585176.295,726024.2076,NA,0.00417176,17.45146769,299171947.9,929.0845328,10777380580,5855521.295,11082408049,0.4,2.16e-5,0.013579329,Relatively Moderate,483512.5882,6.2e-5,719.5416817,332.9923639,484565.1223,81.45084314,Relatively Low,2.44564e-4,8.96e-9,9.12e-6,89.94591155,539185.5261,80.7826917,Relatively Low,13
C30079,Montana,Prairie,1081,587894264,49665845,1760.020522,445496.6247,1.59083678,Very Low,8.928571429,1.795109873,Very Low,10.71428571,438203.222,200114.1647,NA,0.001535615,7.771690404,59341828.47,92.50733088,1073085038,2653311.936,1135080179,0.4,9.7299e-4,0.023241822,Relatively Moderate,22525.9342,6.47e-5,750.298565,104.6664484,23380.89922,42.15717467,Very Low,3.83e-5,5.98e-8,2.11e-6,71.61947184,23770.04814,41.13903913,Very Low,18
C30081,Montana,Ravalli,44109,9092443368,48924580,2424.577035,36619602.56,88.25962456,Relatively Moderate,100,88.26988548,Relatively Moderate,100,33383170.31,22930234.25,NA,0.013425021,77.10516184,3859998309,18844.69343,219000000000,21918505.39,222000000000,0.4,0.002610528,0.013579329,Relatively Moderate,22302943.93,0.656752055,7618323.838,3725.486524,29924993.25,99.61819917,Relatively High,0.00245291,1.49e-5,7.61e-5,99.84091632,32732557.98,99.68183264,Relatively High,46
C30083,Montana,Richland,11489,4091044982,114792139,2124.711072,2720300.699,20.83996182,Very Low,71.42857143,25.19343856,Very Low,73.21428571,2660990.151,915908.6037,NA,3.79388e-4,27.52771393,542639993.5,1555.93049,18048793688,6203012.427,18597636694,0.4,1.68e-5,0.012488537,Very Low,32848.19497,2.04e-6,23.68763642,45.26897847,32917.15158,47.7251034,Very Low,8.03e-6,1.78e-10,3.94e-7,55.10658606,33378.52591,46.77060134,Very Low,89
C30085,Montana,Roosevelt,10754,3092138506,73575140,2393.419831,5952554.992,48.1705377,Relatively Low,83.92857143,35.37604457,Very Low,80.35714286,3672612.356,1072252.136,NA,8.81797e-4,45.07622729,144637897.4,246.9369265,2864468347,3542880.581,3012649125,0.4,1.68e-5,0.022769745,Relatively High,42360.36253,3.54e-6,41.10732918,76.40089702,42477.87075,51.76582883,Very Low,1.37e-5,3.3e-10,1.04e-6,60.2290805,64615.573,56.88832326,Very Low,48
C30087,Montana,Rosebud,8302,2285362758,99369128,5075.945321,1273057.37,6.999681833,Very Low,37.5,6.83998762,Very Low,33.92857143,1030380.459,401522.1558,NA,0.002903816,14.13951651,191234072.3,642.2871262,7450530664,10051766.99,7651816503,0.4,9.7299e-4,0.022540824,Relatively High,348281.2989,0.003411144,39569.27546,933.5410858,388784.1154,79.16003818,Relatively Low,1.52397e-4,4.11e-7,9.39e-6,86.82787146,503893.872,79.98727331,Relatively Low,17
C30089,Montana,Sanders,12399,3059154320,19393405,2818.061705,2410202.32,17.40375437,Very Low,66.07142857,16.31073971,Very Low,62.5,1950159.04,1105098.675,NA,0.001535879,21.70958296,1019897103,4022.613223,46662313387,4771716.618,47686982206,0.4,2.85e-6,0.007471785,Relatively Moderate,749643.1632,2.12e-5,246.2909521,49.72185686,749939.1761,84.85523385,Relatively Low,2.45049e-4,1.71e-9,2.56e-6,90.07317849,902413.5875,85.20521794,Relatively Low,13
C30091,Montana,Sheridan,3537,3006746514,80946785,1723.163791,1419917.246,8.145084314,Very Low,39.28571429,10.27545652,Very Low,44.64285714,1373443.043,500188.0892,NA,2.91327e-4,49.71838426,221832861.9,197.7259113,2293620571,4522367.847,2519975801,0.4,1.68e-5,0.022769745,Relatively High,16316.2994,7.44e-7,8.632654441,34.25547937,16359.18754,36.27107859,Very Low,5.43e-6,2.1e-10,4.23e-7,51.89309577,16490.89056,34.99840916,Very Low,16
C30095,Montana,Stillwater,8936,2932830813,59018446,1824.140569,2148431.284,15.27203309,Very Low,60.71428571,19.71525843,Very Low,66.07142857,2240941.455,1334980.997,NA,0.001313267,108.103843,1246176399,3235.389087,37530513408,30102749.16,38806792555,0.4,4.66289e-4,0.022540824,Relatively High,858942.1642,0.002360309,27379.57866,1010.60105,887332.3439,85.90518613,Relatively Moderate,2.92871e-4,2.64e-7,1.71e-5,91.50493159,851468.2374,84.82341712,Relatively Low,28
C30097,Montana,Sweet Grass,3674,2036018679,29480076,1881.076195,1757849.42,11.35857461,Very Low,50,13.83472609,Very Low,55.35714286,1746151.18,1422514.193,NA,0.001010778,37.82329437,1010350759,1515.279371,17577240702,15337689.07,18602929150,0.4,1.74787e-4,0.022540824,Very High,911724.618,2.89457e-4,3357.703191,346.730057,915429.0513,86.09608654,Relatively Moderate,4.47798e-4,7.88e-8,1.18e-5,95.03658925,921561.9159,85.36430162,Relatively Low,22
C30099,Montana,Teton,6157,3730493388,122928401,2315.072423,1178832.424,6.554247534,Very Low,35.71428571,7.335190344,Very Low,37.5,1085025.269,518804.7966,NA,6.76807e-4,131.4739727,757231631.9,870.042365,10092491434,24589819.11,10874312885,0.4,6.0433e-4,0.013579329,Very High,241455.6297,3.76027e-4,4361.908927,262.6516689,246080.1903,74.3557111,Relatively Low,6.47e-5,6.11e-8,2.14e-6,76.99650016,274574.8895,73.97391028,Relatively Low,5
